index,endo,epi,volume,longitudinal_distance_epi,longitudinal_distance_endo,longitudinal_distance,radial_distance_epi,radial_distance_endo,radial_distance,wall_thickness,global_longitudinal_length_epi,global_longitudinal_length_endo,global_longitudinal_length,global_circumferential_length_epi,global_circumferential_length_endo,global_circumferential_length,gamma,pressure,endo-b,epi-b,volume-b,longitudinal_distance_epi-b,longitudinal_distance_endo-b,longitudinal_distance-b,radial_distance_epi-b,radial_distance_endo-b,radial_distance-b,wall_thickness-b,global_longitudinal_length_epi-b,global_longitudinal_length_endo-b,global_longitudinal_length-b,global_circumferential_length_epi-b,global_circumferential_length_endo-b,global_circumferential_length-b,gamma-b,pressure-b
437,74.0,-40.0,0.42109174099541435,83.11574678517427,72.03932634789959,77.57753847388607,28.788443115246256,15.084246708152403,21.936345455293694,13.70419675041635,202.293786077153,153.39937260153116,177.84658056004926,180.55883305606918,94.5990189574646,137.5789221920727,0.294,0.8500000000000001,17,20,5,1,2,2,11,6,8,48,5,2,3,11,6,8,49,34
140,68.0,-68.0,0.40226533552519983,85.53442565100805,73.49568175465465,79.51505400800642,28.441886898236042,14.721647025190908,21.5817668091254,13.720239758604038,200.66675290446028,154.85542234115798,177.76108762280845,178.37926389335394,92.32265894331258,135.35096126574646,0.276,0.25,14,6,3,4,3,3,8,5,5,48,3,3,3,8,5,5,46,10
19,78.0,-80.0,0.5683731735778174,86.02511610370945,74.60725965698569,80.31618559152935,29.671669378594117,17.257334842185546,23.46450228205121,12.414334688996428,199.46995723104075,160.40898371138138,179.9394698608585,186.08242425856992,108.20682986385316,147.14462637456597,0.17400000000000002,0.07500000000000001,19,1,14,4,5,4,20,16,17,38,3,6,4,20,16,17,29,3
427,54.0,-40.0,0.4913637445724513,96.35811100302729,84.92255497768463,90.64033085412635,27.749455423632313,15.130092070909297,21.439773651903227,12.61936285681259,223.79951485512544,176.30566294526795,200.05258859502035,174.0591406868782,94.93328016930255,134.4962104280875,0.264,0.45,7,20,10,23,22,22,3,7,5,40,29,19,23,3,7,5,44,18
329,68.0,-50.0,0.7332252060706801,92.82527639589574,82.16411794061361,87.49469808378166,29.96226858652531,18.678975872378604,24.320621924276196,11.283292866734655,212.33969278913244,175.83582740197096,194.08776223178103,187.91482046905728,117.13018960596929,152.52250351163437,0.132,0.07500000000000001,14,15,21,16,17,16,22,21,21,31,16,18,17,22,21,21,22,3
401,44.0,-42.0,0.39738053597388245,99.94046875301244,87.79622467360139,93.8683456451914,26.606687123192124,13.516610007019526,20.06164882259794,13.090077707450696,226.37095825321808,179.9434329278868,203.1572015414805,166.92086942730094,84.8381856985698,125.87953076728088,0.28200000000000003,0.125,2,19,3,30,27,28,1,1,1,43,32,21,25,1,1,1,47,5
216,52.0,-60.0,0.8015763723689221,97.698999990109,86.48168905387587,92.09034566640184,29.85613083835546,19.145433333387114,24.500782295679706,10.710697466821387,218.60815348325121,184.03044050761557,201.3192997420154,187.2646433091638,120.06280378743335,153.66372324312277,0.138,0.17500000000000002,6,10,23,26,25,25,21,23,22,27,23,24,24,21,23,22,23,7
399,40.0,-42.0,0.8152161932952569,109.54996766999919,98.16954805691147,103.859757710867,28.461826327458553,18.130765158082,23.29629562832925,10.331062428226357,240.05876834545404,204.45730290697423,222.25803898314655,178.5900335881912,113.78005527512028,146.18504641529873,0.20400000000000001,0.9750000000000001,1,19,24,49,46,48,8,19,16,24,47,39,42,8,19,16,34,39
235,48.0,-58.0,0.6714894291764761,97.99505166851532,86.16820503886026,92.08162667522316,28.966845119561174,17.59633439242037,23.28159009931389,11.370510154936396,219.5512224191554,181.3471241568423,200.44917160953497,181.70371849543872,110.3779994044172,146.04086047580685,0.222,1.25,4,11,18,26,24,25,13,17,16,32,24,22,23,13,17,16,37,50
1,42.0,-80.0,0.36660601614777677,88.19953338336722,73.91390197451051,81.05671973887482,27.870894240794442,14.104271200459113,20.98758262525895,13.766622973577542,199.78378997146385,154.56467696372883,177.17423278095083,174.80651107453158,88.44224173479071,131.6243720940535,0.294,0.8,1,1,1,7,4,5,3,2,2,49,3,3,3,3,2,2,49,32
