index,endo,epi,volume,longitudinal_distance_epi,longitudinal_distance_endo,longitudinal_distance,radial_distance_epi,radial_distance_endo,radial_distance,wall_thickness,global_longitudinal_length_epi,global_longitudinal_length_endo,global_longitudinal_length,global_circumferential_length_epi,global_circumferential_length_endo,global_circumferential_length,gamma,pressure,endo-b,epi-b,volume-b,longitudinal_distance_epi-b,longitudinal_distance_endo-b,longitudinal_distance-b,radial_distance_epi-b,radial_distance_endo-b,radial_distance-b,wall_thickness-b,global_longitudinal_length_epi-b,global_longitudinal_length_endo-b,global_longitudinal_length-b,global_circumferential_length_epi-b,global_circumferential_length_endo-b,global_circumferential_length-b,gamma-b,pressure-b
94,60.0,-72.0,0.4355060482132864,87.9830622828832,75.64966476100308,81.81636352194255,28.48190700370469,15.129099498710822,21.805502812517627,13.352807791096149,202.668923330775,159.08935790034332,180.87914275179008,178.62401976533118,94.87472165552902,136.7493688793754,0.252,0.2,10,4,6,7,6,6,8,7,7,46,5,5,5,8,7,7,42,8
280,54.0,-54.0,0.5532329770161122,94.33421047065235,82.63019145587066,88.48220103955546,28.537108067184995,16.30852986639406,22.422818890495606,12.228577952835632,213.57128531423058,173.18693532317707,193.3791100135286,178.98751152865242,102.28538573423398,140.63644977585255,0.198,0.125,7,13,13,19,18,18,9,12,11,37,17,16,17,9,12,11,33,5
283,60.0,-54.0,0.5143654418031699,91.72632216595737,80.09296202700148,85.90964034171819,28.570572851055406,15.910379290630038,22.240476566753458,12.660193407837399,212.14059476990684,167.99596372272612,190.0682781782018,179.19229155213307,99.79570248499641,139.49399656080115,0.246,0.5750000000000001,10,13,11,14,13,13,9,10,10,40,16,12,14,9,10,10,41,23
298,48.0,-52.0,0.4808632369783811,95.95450591052236,83.95215910917469,89.95333220467373,27.785137546857026,15.150827575538358,21.467982465830236,12.63431016205353,215.4875066829519,174.3738030734312,194.9306579299485,174.28359307002583,95.03840988988856,134.66100209030864,0.216,0.05,4,14,9,22,20,21,3,7,5,40,19,17,18,3,7,5,36,2
31,60.0,-78.0,0.6591426061684533,91.48754855606009,79.94687809402708,85.71721286727991,29.710092857058775,18.095232103771426,23.902662518562146,11.614860944022066,208.66259894576393,170.89918833903977,189.78089120099213,186.32898136924018,113.46860393110148,149.89879219240748,0.20400000000000001,0.8250000000000001,10,1,18,13,13,13,20,19,19,33,12,14,13,20,19,19,34,33
32,62.0,-78.0,0.8628122296415158,94.30820073069061,83.6593733481983,88.98378467433217,30.728428550578908,20.20557757088752,25.46700290814549,10.522850674515933,213.64845345256887,180.5030670096423,197.07576084145757,192.71609330030017,126.69063078645712,159.70336341667053,0.126,0.225,11,1,25,19,20,19,28,27,27,26,17,22,20,28,27,27,21,9
20,80.0,-80.0,0.8652641614141143,91.49391933917364,81.47225566394633,86.48308940890716,31.102679245408225,20.404845986548047,25.753762997448227,10.697833735696975,211.47009422891432,177.50960835931488,194.4898512941146,195.06325068712476,127.94239340512443,161.50282586081894,0.162,0.925,20,1,25,13,16,15,31,28,29,27,15,19,18,31,28,29,27,37
389,62.0,-44.0,0.5060007009569125,91.77296414968349,80.56513882937006,86.16905133693908,28.41555903037905,15.7623807622023,22.088969209645267,12.653178077441884,212.40185630831945,169.69270746220297,191.0472818852612,178.21365637904574,98.853847096155,138.53375017357428,0.21,0.05,11,18,11,14,14,14,7,10,9,40,16,14,14,7,10,9,35,2
189,40.0,-62.0,0.8849293790112959,102.07011512205827,90.61790388532943,96.34400876618832,29.80607162757817,19.73943587688165,24.772753701366845,10.066635973220638,225.22223657460762,192.89724997321105,209.0597486144838,186.96971252015993,123.79487085962154,155.38229680158463,0.162,0.675,1,9,26,35,32,33,21,25,24,22,30,30,30,21,25,24,27,27
109,48.0,-70.0,0.9493918580308462,99.6441473319635,88.77721984036631,94.21068450169216,30.581836088479253,20.659111553831977,25.62047416447833,9.922723848001658,222.37806456067403,191.05509092116876,206.71657774092193,191.81620909634745,129.54037107385582,160.67828794887,0.156,1.075,4,5,28,30,29,29,27,29,28,21,27,29,28,27,29,28,26,43
