,volume,pressure
0,0.4690395407560727,0.11464988423941971
1,0.46903023555523393,0.12108022003141142
2,0.4690120733435461,0.1275461272525544
3,0.4689489934339819,0.134192432435822
4,0.46884099582654104,0.14101913558121412
5,0.4686664929730422,0.14809917279048293
6,0.4684147914162876,0.15545435409597108
7,0.4680858911562772,0.1630846794976786
8,0.4676732489427602,0.17090425030549036
9,0.4671980797183153,0.1787620408203491
10,0.4666603834829426,0.18665805104225475
11,0.4660735897561974,0.194454545900966
12,0.4654569274835496,0.20210507714733483
13,0.4648103966649994,0.2096096447813614
14,0.46414396426927673,0.21690839794440325
15,0.4634637463908299,0.22402967434666266
16,0.46276571648524134,0.2309493249209042
17,0.4620455012907213,0.23773458476294285
18,0.4613032949689983,0.2443879535454656
19,0.46053039260257744,0.25093268910844724
20,0.45972401120668344,0.25747508107381767
21,0.45888415078131617,0.264015129441577
22,0.4579988648326945,0.27056259184676434
23,0.45707084388762753,0.2771254082751783
24,0.45610008794611556,0.28370357872681873
25,0.45507974679746044,0.2903147786267988
26,0.45401870565219105,0.2969602416201481
27,0.4529169645103071,0.30363996770686685
28,0.45177064476013684,0.3103002734732049
29,0.45058789194848103,0.31693265094619594
30,0.44936241523533604,0.32353719793911917
31,0.4480986914354135,0.33014153694812154
32,0.44679774683213536,0.33674645468569164
33,0.44544483807825025,0.3433626573808097
34,0.444034489813014,0.3500083634220968
35,0.4425667020364269,0.356683572809553
36,0.4410281145724078,0.36342621893963584
37,0.4394284771134671,0.3702553740234408
38,0.4377677896596047,0.37717103806096763
39,0.4360395561141325,0.3841415470211692
40,0.4342575591860356,0.39113450435071384
41,0.4324217988753143,0.39814991004960143
42,0.43054675964691524,0.40509296774630477
43,0.4286441494530676,0.4119548735248624
44,0.42670649306722386,0.4187138788189292
45,0.4247194225214743,0.42532907804866293
46,0.42268410278618984,0.4318039001683514
47,0.4205774286156777,0.4381328388282456
48,0.4183839059040028,0.444384373526433
49,0.4161035346511651,0.45055850426291344
50,0.41369117225528607,0.45667329300269155
51,0.4111409550321645,0.4627713458571526
52,0.40845288298180044,0.4688526628262969
53,0.4055894828905914,0.4748891935478531
54,0.40257444248941554,0.4808758322835863
55,0.399407761778273,0.48681257903349673
56,0.3960725486867833,0.4925723197502904
57,0.3925994807680512,0.4981578907266887
58,0.3889749667010808,0.5035247708907141
59,0.38524618778590036,0.5085657390639579
60,0.38142091049165006,0.5132906076261603
61,0.3774964165541309,0.5176065766976158
62,0.37352367342707693,0.5215163046203415
63,0.3695026811104881,0.5250197913943373
64,0.3654423710438759,0.5280132687043866
65,0.36136827549453937,0.5305562897525966
66,0.35728039446247867,0.5326488545389674
67,0.3531861060933771,0.5342008929828364
68,0.3490918177242755,0.5353007715483029
69,0.34499752935517397,0.5359484902353671
70,0.3409032409860724,0.5360657899520991
71,0.3368089526169708,0.5357426546808925
72,0.33271466424786916,0.5349263414691948
73,0.3286203758787675,0.5336629284166909
74,0.32452608750966594,0.5319834320718275
75,0.3204317991405643,0.5298148650973251
76,0.31633751077146277,0.5272581741846463
77,0.3122432224023612,0.5243133593337909
78,0.3081561180172145,0.5209238384562893
79,0.304082799114792,0.5171844749069122
80,0.30002326569509385,0.5130952686856594
81,0.2960049916427041,0.5086292482748368
82,0.29203496677984925,0.5038718718519418
83,0.2881131911065292,0.49882313941697454
84,0.2842933503406773,0.49352353890764256
85,0.2805700079538951,0.4880395612746422
86,0.27695792023754945,0.48236383311869757
87,0.2734849493996816,0.47660708487880044
88,0.27014294064769406,0.47078489772033144
89,0.2669577174914788,0.46490909321787577
90,0.2639034564211439,0.4590476441902829
91,0.26098015743668934,0.4532005506375529
92,0.2582031593146674,0.44737903047854055
93,0.25553644505443945,0.44158840733857496
94,0.2529800146560056,0.43582868121765583
95,0.25054105210332056,0.4300886497228459
96,0.2481916951883431,0.4243549566837781
97,0.24593194391107331,0.4186276021004525
98,0.2437732538134932,0.4128905709891628
99,0.24169727661225862,0.40714072517387256
100,0.23971216709996696,0.40137448748323334
101,0.23781792527661821,0.39557070363310975
102,0.2360063963496149,0.3897306370450232
103,0.23429185120600265,0.383842703832068
104,0.23265312621737377,0.37790351180311044
105,0.23109022138372826,0.3719130609581504
106,0.22961129149766357,0.36583679060525365
107,0.22819439628385793,0.3596596561305456
108,0.22683953574231142,0.35338165753402645
109,0.22554942813722317,0.3469457044651516
110,0.22430756972166982,0.3403549828421535
111,0.22311396049565135,0.33360949266503187
112,0.22197199828941666,0.32665098612610705
113,0.22087139253135468,0.31950645969039926
114,0.21981622061776424,0.31216375656465395
115,0.21881395777519286,0.3046562380636933
116,0.21785994412215634,0.2970048641758873
