,volume,pressure
0,0.5707342750199771,0.068186609940554
1,0.5708181528866938,0.07358925654278084
2,0.5709020307534104,0.07899190314500769
3,0.5709776082062332,0.08438558935220637
4,0.5710438658960875,0.08976921476498753
5,0.5711008038229731,0.09514277938335111
6,0.571142160271146,0.10049952361104783
7,0.5711648771933817,0.10583614624990945
8,0.5711689545896803,0.11115264729993596
9,0.5711689545896803,0.11646474675240477
10,0.5711689545896803,0.1217768462048736
11,0.5711689545896803,0.12708894565734244
12,0.5711689545896803,0.13240104510981124
13,0.5711689545896803,0.13771314456228007
14,0.5711689545896803,0.14302524401474892
15,0.5711689545896803,0.14833734346721772
16,0.5711689545896803,0.15364944291968657
17,0.5711689545896803,0.1589615423721554
18,0.5711689545896803,0.1642736418246242
19,0.5711689545896803,0.16958574127709303
20,0.5711689545896803,0.17489784072956185
21,0.5711674983767165,0.18022985217098214
22,0.5711598289884403,0.1856468214319284
23,0.571145946424852,0.19114874851240066
24,0.5711234236643448,0.19673360728018988
25,0.5710698350272757,0.20246155290191764
26,0.5709851805136452,0.20833258537758398
27,0.5708724696302448,0.21433168338219039
28,0.5707038401690334,0.22051411141840555
29,0.5704792921300111,0.2268798694862295
30,0.5701996992409559,0.23342609305391837
31,0.5698525380703792,0.23997231662160723
32,0.5694308187960542,0.24651854018929606
33,0.5689345414179814,0.2530647637569849
34,0.5683768118528348,0.2595450681612504
35,0.5677507373592526,0.2659426504780827
36,0.5670563179372348,0.2722575107074817
37,0.5662967572553016,0.2784633440640434
38,0.5654626384696203,0.28453503349503756
39,0.5645539615801909,0.29047257900046436
40,0.5635752893876336,0.2963676875161049
41,0.5625158459160158,0.3022619017389083
42,0.5613756311653377,0.3081552216688746
43,0.5601605670683188,0.31404536965393426
44,0.5588585185169274,0.31992955568674647
45,0.5574694855111629,0.3258077797673113
46,0.5560052148356008,0.33167342452787185
47,0.5544601728809783,0.3375128792839169
48,0.5528343596472953,0.34332614403544637
49,0.5511366094931991,0.34909960277477736
50,0.5493580880600427,0.3547809493518854
51,0.5474987953478259,0.36037018376677044
52,0.5455640708040826,0.3658786631573733
53,0.5435237222800297,0.37130414946271345
54,0.541377749775667,0.376646642682791
