index,endo,epi,volume,longitudinal_distance_epi,longitudinal_distance_endo,longitudinal_distance,radial_distance_epi,radial_distance_endo,radial_distance,wall_thickness,global_longitudinal_length_epi,global_longitudinal_length_endo,global_longitudinal_length,global_circumferential_length_epi,global_circumferential_length_endo,global_circumferential_length,gamma,pressure,endo-b,epi-b,volume-b,longitudinal_distance_epi-b,longitudinal_distance_endo-b,longitudinal_distance-b,radial_distance_epi-b,radial_distance_endo-b,radial_distance-b,wall_thickness-b,global_longitudinal_length_epi-b,global_longitudinal_length_endo-b,global_longitudinal_length-b,global_circumferential_length_epi-b,global_circumferential_length_endo-b,global_circumferential_length-b,gamma-b,pressure-b
315,40.0,-50.0,0.7120138297416638,92.72292472,81.8254288,87.27418080000001,29.21449452,13.94643906,21.58046636,15.268055760000001,226.59490879999998,181.20278880000004,203.898848,185.981208,96.7575987,141.36939859999998,0.20400000000000001,0.8250000000000001,1,15,21,38,36,37,4,18,14,27,36,30,33,4,19,15,34,33
123,76.0,-70.0,0.48025524182848794,75.67918,66.43154200000001,71.055363,30.3439984,12.2690698,21.306534000000003,18.074929400000002,199.90671,152.28102199999998,176.093864,193.19762,86.048616,139.623114,0.3,0.45,18,5,7,2,2,2,18,9,12,47,2,2,2,18,10,12,50,18
303,58.0,-52.0,0.8375645203627206,89.02350075466667,79.16759669333334,84.09554827733334,30.619413253333335,15.691702340666666,23.15555806733333,14.927710650666668,220.30878533333333,179.29805816666664,199.80342545333335,194.89155174666666,107.049116792,150.97033403333333,0.15,0.45,9,14,26,29,30,29,23,25,25,25,28,28,28,23,25,25,25,18
55,66.0,-76.0,0.9443682921629756,85.93986408,75.388248096,80.664055176,31.70957122,17.478820924,24.594196092,14.230749391999996,214.62474615999997,173.47175651999999,194.0482542,201.89995163999998,117.34319432800001,159.62156968,0.048,0.05,13,2,30,22,21,22,35,32,33,21,20,23,22,35,32,33,8,2
316,42.0,-50.0,0.9829142105405272,95.69168056000001,85.13284036,90.41225883999999,30.361361884,16.653770236,23.507564904,13.707592344000002,230.39068476,191.71468964000002,211.05269568,193.29671767999997,113.73304511999999,153.51488544,0.138,0.7000000000000001,1,15,31,46,44,45,19,29,27,17,41,40,40,19,29,27,23,28
395,74.0,-44.0,0.8324471158109241,85.07852673866667,76.23316512,80.65584480933333,31.110380231999997,15.819578258666665,23.464978841333334,15.290802605666666,216.1147592866667,174.65458560666667,195.38466979333333,198.14448576666666,107.29800235466666,152.72124146,0.15,0.4,17,18,26,20,23,22,29,26,26,28,22,24,24,29,25,26,25,16
368,62.0,-46.0,0.9356524592207778,90.835851784,81.362985248,86.09941726000001,30.929340908,16.391169544,23.660255166,14.53817086,224.54791164000002,184.96851396,204.75821181999999,196.90402514000002,111.43228849600001,154.16815668,0.14400000000000002,0.7000000000000001,11,17,30,34,35,34,26,28,28,23,33,34,34,27,28,28,24,28
262,60.0,-56.0,0.44744461769604227,80.46249327999999,70.9944515,75.72847308000001,29.44884934,11.333450636000002,20.391150076,18.115399168000003,209.14650463999996,159.9471008,184.54680344,187.41266748000004,80.649983704,134.03132580000002,0.276,0.8,10,12,2,9,11,10,6,3,4,48,12,10,11,6,2,3,46,32
267,70.0,-56.0,0.5673166852622764,79.871448224,70.973497296,75.422472976,30.335749999999997,13.267249847999999,21.801500152,17.06849936,207.57557527999998,160.65426327999998,184.11492304,193.16566455999998,91.23990561599999,142.20278351999997,0.228,0.8250000000000001,15,12,14,8,11,9,18,15,16,39,10,11,10,18,15,16,38,33
54,64.0,-76.0,0.6204735971787566,80.96482104,70.90977430000001,75.9372985,30.425095140000003,13.99436992,22.2097329,16.430725719999998,204.74672040000002,161.1873556,182.9670366,193.75047239999998,96.02866,144.8895694,0.126,0.0,12,2,17,11,11,11,20,18,19,34,6,11,9,20,18,19,21,1
244,66.0,-58.0,0.5613177149101344,81.04452565599999,72.03228032,76.53840536,30.056240536,13.032025095999998,21.544132911999995,17.024214624,206.77390936,162.5952692,184.68458728,191.40459632,90.10003276799999,140.75231416,0.18,0.05,13,11,14,11,13,12,14,14,14,38,9,13,11,14,14,14,30,2
393,70.0,-44.0,0.6873430526646337,82.89932719999999,74.45134,78.67533399999999,30.558422,14.2774788,22.417949200000002,16.2809426,214.181004,169.440644,191.810818,194.588096,97.70825399999998,146.148178,0.294,1.175,15,18,20,15,19,17,22,19,20,34,19,20,20,22,19,20,49,47
