index,endo,epi,volume,longitudinal_distance_epi,longitudinal_distance_endo,longitudinal_distance,radial_distance_epi,radial_distance_endo,radial_distance,wall_thickness,global_longitudinal_length_epi,global_longitudinal_length_endo,global_longitudinal_length,global_circumferential_length_epi,global_circumferential_length_endo,global_circumferential_length,gamma,pressure,endo-b,epi-b,volume-b,longitudinal_distance_epi-b,longitudinal_distance_endo-b,longitudinal_distance-b,radial_distance_epi-b,radial_distance_endo-b,radial_distance-b,wall_thickness-b,global_longitudinal_length_epi-b,global_longitudinal_length_endo-b,global_longitudinal_length-b,global_circumferential_length_epi-b,global_circumferential_length_endo-b,global_circumferential_length-b,gamma-b,pressure-b
402,46.0,-42.0,0.8671641712653387,95.18794632363637,85.10406938545454,90.14600722690909,29.83000307636364,15.071805939636365,22.450904404363634,14.758198095272725,232.21308035636366,189.75857602909093,210.9858268,189.97834421090909,103.58173154327272,146.7800348509091,0.18,0.8,3,19,27,44,44,44,11,22,20,24,43,38,40,11,23,21,30,32
177,58.0,-64.0,0.7128231401667838,84.677854272,74.620282144,79.649067416,30.493950012,14.894748168,22.694348792,15.599201588000001,212.24830428,168.76835488,190.50833228,194.10885212000002,101.429387964,147.76911708,0.15,0.225,9,8,21,19,19,19,21,22,22,29,17,19,18,21,22,22,25,9
430,60.0,-40.0,0.555664182038741,85.004729,76.4184981,80.71160900000001,29.48687092,12.60244354,21.044656019999998,16.88442584,218.18842519999998,170.587157,194.3877932,187.8687224,86.93818479999999,137.40345779999998,0.234,0.375,10,20,13,20,23,22,7,12,10,37,25,21,23,7,11,9,39,15
74,62.0,-74.0,0.598046888855035,80.762869768,70.68165144,75.7222609,30.390937856,13.860836720000002,22.125887464,16.53010184,207.13844204,160.01895828000002,183.57869624,193.35789684000002,94.83439040800002,144.09614468,0.21,1.0250000000000001,11,3,16,10,10,10,19,17,18,35,9,10,9,19,17,18,35,41
206,74.0,-62.0,0.48947539495808406,76.59884199999999,67.63933658933334,72.11908942666666,30.260559216,12.352370306666666,21.306464402666666,17.908189010666668,202.15312437333333,154.34883424,178.25099096,192.70377824000002,86.10465814933333,139.40421786666667,0.264,0.675,17,9,8,3,4,3,17,10,12,46,3,4,3,17,10,12,44,27
240,58.0,-58.0,0.8030643613666457,87.17007647199999,77.17174605,82.170910652,30.666044112,15.567741527999999,23.11689237,15.098302491999998,217.03161158,175.05057312,196.04109106,195.1564772,106.14840102,150.6524419,0.15,0.4,9,11,25,25,25,25,23,24,24,26,23,25,24,23,25,24,25,16
69,52.0,-74.0,0.5367372309289716,81.264395512,70.711217296,75.98780683599999,29.829601875999998,12.928381601,21.37899221,16.901220394,207.29583615999996,159.08940076,183.19262020000002,189.84435922,89.512235236,139.67829804,0.21,0.4,6,3,12,11,10,11,11,13,13,38,9,9,9,11,13,12,35,16
305,62.0,-52.0,0.506299402887581,81.58403804,72.5546074,77.0693219,29.712121840000002,12.260641520000002,20.986382080000002,17.45148084,210.81834619999998,162.57061620000002,186.694483,189.1675922,85.13943015999999,137.15351120000003,0.252,0.875,11,14,10,12,14,13,9,9,9,42,14,13,14,9,8,8,42,35
334,78.0,-50.0,0.9620418442055702,86.56189752,77.30142332,81.93166186000002,31.690356532000003,17.180772548,24.435564704,14.509584015999998,217.64852864,178.14583644,197.89717796000002,201.80926396,115.88782089600001,158.84854099999995,0.10200000000000001,0.275,19,15,31,24,25,25,34,31,32,23,24,27,26,35,31,32,17,11
388,60.0,-44.0,0.7622561510521326,88.44546283199999,79.25179811199999,83.848632432,30.23926796,14.664008592,22.451637583999997,15.575258616,221.39360784,178.43510928,199.9143556,192.58914471999998,100.27471432,146.43192720000002,0.18,0.47500000000000003,10,18,23,28,30,29,16,21,20,29,29,28,28,17,21,20,30,19
204,70.0,-62.0,0.42478309599068204,76.02777800000001,66.81746872,71.422623648,29.844010936,11.12637712,20.485194192,18.717632984,202.28467856,153.55498336,177.91983096,189.91205703999998,80.67572951999999,135.29389512,0.3,0.675,15,9,1,2,2,2,11,2,4,50,3,3,3,11,2,5,50,27
112,54.0,-70.0,0.9647640103779838,88.304444304,77.89387104,83.099160368,31.364147664,17.361294724,24.362721388,14.002853172,219.08766648,178.22786416,198.65776352000003,199.60485456,117.17090016,158.38788087999998,0.09,0.2,7,5,31,28,27,27,31,32,32,19,26,28,27,31,32,32,15,8
55,66.0,-76.0,0.425764464989806,76.57211712,65.77924104,71.17567903999999,29.890895448,11.326309596,20.608602599999998,18.564585924,202.34852832,150.87761244,176.61307635999998,190.09298092,82.5190216,136.30600328,0.28200000000000003,0.525,13,2,1,3,1,2,12,3,5,50,3,1,2,11,4,7,47,21
170,44.0,-64.0,0.6850551600400294,86.450228304,75.91974035600002,81.184986296,29.928250468,14.446825436000001,22.187538144,15.48142474,214.22528512000002,170.21833892,192.2218128,190.52861375999998,98.6402996,144.58445336,0.15,0.17500000000000002,2,8,20,23,22,23,12,20,18,29,20,20,20,12,20,18,25,7
382,48.0,-44.0,0.6504608692296232,90.90114127709091,81.27787039418183,86.08950482690909,29.216428697454546,13.192912338181817,21.204670457454547,16.02351665381818,225.3756644,179.7735874836364,202.57462594181817,186.03671947636366,91.51920853527272,138.77796534836364,0.228,0.9,4,18,18,34,34,34,4,14,11,32,34,29,31,5,15,11,38,36
121,72.0,-70.0,0.4545575731079148,76.099703,66.4572252,71.278461,30.1183266,11.777660000000001,20.947993,18.3406666,201.130382,152.389068,176.75973199999999,191.683314,84.023496,137.853404,0.28800000000000003,0.375,16,5,3,2,2,2,15,6,9,49,2,2,2,14,6,9,48,15
135,58.0,-68.0,0.4729744614412503,79.71117536,69.49117870399999,74.601179164,29.687703684,11.88513206,20.78641772,17.80257144,206.10494696,157.20200336,181.65347644000002,188.93213988000002,84.338966088,136.63555451999997,0.246,0.325,9,6,6,8,7,8,9,7,7,45,8,7,7,9,7,7,41,13
